Ticker,Name,Exchange
HTD,John Hancock Tax-advantaged Dividend Income Fund,NYSE
HTEC,Hydron Technologies Inc,OTC
HTEK,Hytek Microsystems Inc,
HTG,Heritage Property Investment Trust Inc,NYSE
HTGC,Hercules Technology Growth Capital Inc,NYSE
HTH,Hilltop Holdings Inc,NYSE
HTHH,Health In Harmony Inc,
HTHR,Hawthorne Financial Corp,
HTL,Heartland Partners LP,
HTLD,Heartland Express Inc,NASDAQ
HTLF,Heartland Financial USA Inc,NASDAQ
HTLJ,Heartland Inc,
HTM,US Geothermal Inc,NYSE MKT
HTO,Hyperion 2005 Investment Grade Opportunity Term Trust Inc,
HTR,Brookfield Total Return Fund Inc,NYSE
HTRN,Healthtronics Inc,
HTS,Hatteras Financial Corp,NYSE
HTSI,Harris Teeter Supermarkets Inc,NYSE
HTV,Hearst Television Inc,
HTVL,Hartville Group Inc,
HTWC,Hometown Bancorpinc,OTC
HTWO,HF2 Financial Management Inc,NASDAQ
HTY,John Hancock Tax-advantaged Global Shareholder Yield Fund,NYSE
HTZ,Hertz Global Holdings Inc,NYSE
HU,United Bancorp Hudson,
HUBA,Hubbell Inc,
HUBG,Hub Group Inc,NASDAQ
HUF,Huffy Corp,
HUG,Hughes Supply Inc,
HUM,Humana Inc,NYSE
HUMT,Humatech Inc,OTC
HUN,Huntsman Corp,NYSE
HUNN,Abazias Inc,
HURC,Hurco Companies Inc,NASDAQ
HURN,Huron Consulting Group Inc,NASDAQ
HUSA,Houston American Energy Corp,NYSE MKT
HUSI,HSBC USA Inc,NYSE
HVB,Hudson Valley Holding Corp,NYSE
HVGO,Rock Energy Resources Inc,
HVST,Azur Holdings Inc,
HVT,Haverty Furniture Companies Inc,NYSE
HW,Headwaters Inc,NYSE
HWAY,Healthways Inc,NASDAQ
HWCC,Houston Wire & Cable Co,NASDAQ
HWEN,Home Financial Bancorp,OTC
HWFG,Harrington West Financial Group Inc,
HWG,Hallwood Group Inc,NYSE MKT
HWK,Hawk Corp,NYSE MKT
HWKN,Hawkins Inc,NASDAQ
HWOO,Highway One Oweb Inc,
HWSY,Hawk Systems Inc,OTC
HWWI,Heritage Worldwide Inc,OTC
HX,Halifax Corp Of Virginia,
HXBM,Helix Biomedix Inc,OTC
HXL,Hexcel Corp,NYSE
HXTH,Huayue Electronics Inc,
HXWWF,Huixin Waste Water Solutions Inc,OTCBB
HY,Hyster-yale Materials Handling Inc,NYSE
HYB,New America High Income Fund Inc,NYSE
HYBD,Hycor Biomedical Inc,
HYBT,Li-ion Motors Corp,
HYC,Hypercom Corp,NYSE
HYDI,Hydromer Inc,OTC
HYDL,Hydril Co,
HYDP,Equitex Inc,
HYDRO,Valles Angel Michel,
HYEG,Hydrogen Engine Center Inc,OTC
HYF,Managed High Yield Plus Fund Inc,NYSE
HYGS,Hydrogenics Corp,NASDAQ
HYI,High Yield Income Fund Inc,NYSE
HYI,Western Asset High Yield Defined Opportunity Fund Inc,NYSE
HYNI,Haynes International Inc,NASDAQ
HYP,High Yield Plus Fund Inc,
HYPR,Hyperfeed Technologies Inc,
HYRF,Hydroflo Inc,
HYSL,Hyperion Solutions Corp,
HYSR,Hypersolar Inc,OTC
HYT,Blackrock Corporate High Yield Fund III Inc,NYSE
HYT,Blackrock Corporate High Yield Fund VI Inc,NYSE
HYTM,Catasys Inc,NYSE MKT
HYV,Blackrock Corporate High Yield Fund V Inc,NYSE
HZFS,Horizon Financial Services Corp,
HZNB,Manasota Group Inc,OTC
HZNM,Horizon Minerals Corp,OTCBB
HZNP,Horizon Pharma Inc,NASDAQ
HZO,Marinemax Inc,NYSE
HZOG,Herzog International Holdings Inc,
IAAI,Insurance Auto Auctions Inc,
IACH,Information Architects Corp,OTC
IACI,Iac,NASDAQ
IAE,Ing Asia Pacific High Dividend Equity Income Fund,NYSE
IAF,Aberdeen Australia Equity Fund Inc,NYSE MKT
IAGI,Ia Global Inc,OTC
IAGR,Internet Acquisition Group Inc,
IAIC,Information Analysis Inc,OTC
IAL,International Aluminum Corp,
IAN,Inter-atlantic Financial Inc,NYSE MKT
IAQGU,Interamerican Acquisition Group Inc,
IART,Advanta Home Equity Loan Trust 1993-3,NASDAQ
IART,Integra Lifesciences Holdings Corp,NASDAQ
IASCA,Ias Energy Inc,
IASG,Integrated Alarm Services Group Inc,
IATV,Actv Inc,
IAUS,International Automated Systems Inc,OTC
IAX,International Absorbents Inc,NYSE MKT
IBAS,Ibasis Inc,
IBBD,Ibroadband Inc,
IBCA,Intervest Bancshares Corp,NASDAQ
IBCIQ,Interstate Bakeries Corp,
IBCP,Independent Bank Corp,NASDAQ
IBDI,Interactive Brand Development Inc,OTC
IBFL,Independent Bancshares Inc,OTC
IBHS,Traceguard Technologies Inc,
IBI,Interline Brands Inc,
IBI,Interline Brands Inc,NYSE
IBIO,Ibio Inc,NYSE MKT
IBIS,Ibis Technology Corp,
IBKC,Iberiabank Corp,NASDAQ
IBKR,Interactive Brokers Group Inc,NASDAQ
IBM,International Business Machines Corp,NYSE
IBNK,Integra Bank Corp,
IBOC,International Bancshares Corp,NASDAQ
IBPI,Ardea Biosciences Inc,NASDAQ
IBSS,Integrated Business Systems & Services Inc,OTC
IBTGF,International Barrier Technology Inc,OTC
IBTX,Independent Bank Group Inc,NASDAQ
IBXG,Ibx Group Inc,OTC
IBZT,Ibiz Technology Corp,
IBZT,Ibiz Inc,
ICAD,Icad Inc,NASDAQ
ICAS,Incall Systems Inc,
ICB,Morgan Stanley Income Securities Inc,NYSE
ICBC,Independence Community Bank Corp,
ICBO,Globalnetcare Inc,
ICCA,Easylink Services International Corp,
ICCC,Immucell Corp,NASDAQ
ICCI,Insight Communications Co Inc,
ICDG,Icop Digital Inc,NASDAQ
ICE,Intercontinentalexchange Inc,NYSE
ICE,Intercontinentalexchange Group Inc,NYSE
ICEL,Cellular Dynamics International Inc,NASDAQ
ICEW,Iceweb Inc,
ICFI,Icf International Inc,NASDAQ
ICGC,Icg Communications Inc,
ICGE,Icg Group Inc,NASDAQ
ICGN,Icagen Inc,
ICH,Investors Capital Holdings LTD,NYSE MKT
ICLA,International Cellular Accessories,
ICLD,Intercloud Systems Inc,NASDAQ
ICLK,Interclick Inc,NASDAQ
ICNB,Paw Spa Inc,OTC
ICNN,Incoming Inc,OTC
ICNS,Incentra Solutions Inc,
ICO,International Coal Group Inc,NYSE
ICOC,Ico Inc,
ICOG,New Ico Global Communications Holdings LTD,
ICON,Iconix Brand Group Inc,NASDAQ
ICOR,Icoria Inc,OTC
ICOS,Icos Corp,
ICPT,Intercept Inc,NASDAQ
ICPT,Intercept Pharmaceuticals Inc,NASDAQ
ICPW,Ironclad Performance Wear Corp,OTC
ICS,Morgan Stanley Insured California Municipal Sec,
ICST,Integrated Circuit Systems Inc,
ICTG,Ict Group Inc,OTC
ICTL,International Commercial Television Inc,OTC
ICTS,Icts International N V,
ICTT,Euro Group Of Companies Inc,
ICUI,Icu Medical Inc,NASDAQ
ICXT,Icx Technologies Inc,NASDAQ
ICY,Packaged Ice Inc,
IDA,Idacorp Inc,NYSE
IDAH,Idaho North Resources Corp,OTC
IDAHOPWR,Idaho Power Co,
IDAI,Idna Inc,
IDC,Interactive Data Corp,NYSE
IDCC,Interdigital Inc,NASDAQ
IDCC,Interdigital Inc,NASDAQ
IDCO,Id-confirm Inc,
IDCP,National Datacomputer Inc,
IDCX,Idcentrix Inc,OTC
IDE,Integrated Defense Technologies Inc,NYSE
IDE,Ing Infrastructure Industrials & Materials Fund,NYSE
IDEH,International Development & Environmental Holdings,OTC
IDEV,Endo Pharmaceuticals Solutions Inc,
IDGE,Indiginet Inc,
IDGG,Indigo-energy Inc,OTC
IDGI,Inca Designs Inc,
IDGR,Industrial Distribution Group Inc,
IDGR,Berkshire Homes Inc,
IDI,Ideation Acquisition Corp,NYSE MKT
IDI,Tiger Media Inc,NYSE MKT
IDIB,Idi Global Inc,
IDIX,Idenix Pharmaceuticals Inc,NASDAQ
IDLM,Idle Media Inc,OTC
IDMI,Idm Pharma Inc,
IDMV,Jakes Trucking International Inc,OTC
IDN,Intellicheck Mobilisa Inc,NYSE MKT
IDNG,Independence Energy Corp,OTCBB
IDNX,Identix Inc,
IDOI,Ido Security Inc,OTCBB
IDR,Intrawest Corp,
IDRA,Idera Pharmaceuticals Inc,NASDAQ
IDSA,Industrial Services Of America Inc,NASDAQ
IDSM,Mindesta Inc,
IDST,Ids Industries Inc,OTCBB
IDSY,Id Systems Inc,NASDAQ
IDT,Idt Corp,NYSE
IDTI,Integrated Device Technology Inc,NASDAQ
IDVB,Indian Village Bancorp Inc,
IDVC,Infrastructure Developments Corp,OTC
IDVE,Xeno Transplants Corp,
IDVL,Global Earth Energy Inc,
IDWK,International Displayworks Inc,
IDXC,Idx Systems Corp,
IDXX,Idexx Laboratories Inc,NASDAQ
IEBS,Independence Bancshares Inc,OTC
IEC,Iec Electronics Corp,NYSE MKT
IED,Investools Inc,NYSE MKT
IEEC,India Ecommerce Corp,OTCBB
IEHC,Ieh Corporation,OTC
IEIB,International Electronics Inc,
IEP,Icahn Enterprises LP,NASDAQ
IES,Integrated Electrical Services Inc,
IESV,Intrepid Technology & Resources Inc,
IEVM,Integrated Environmental Technologies LTD,OTC
IEVT,International Card Establishment Inc,
IEX,Idex Corp,NYSE
IF,Aberdeen Indonesia Fund Inc,NYSE MKT
IFAC,Interfac Mining Inc,OTC
IFAM,Infrastructure Materials Corp,OTC
IFBV,Icy Splash Food & Beverage Inc,OTC
IFC,Irwin Financial Corp,
IFCB,Integrity Financial Corp,
IFCJ,Interchange Financial Services Corp,
IFCR,Integrated Freight Corp,OTC
IFDG,International Food Products Group Inc,
IFF,International Flavors & Fragrances Inc,NYSE
IFHF,Morgan Stanley Institutional Fund Of Hedge Funds LP,
IFIN,Investors Financial Services Corp,
IFIT,Isatori Inc,OTC
IFLB,Phantom Entertainment Inc,
IFLG,Infologix Inc,NASDAQ
IFLI,Eco-shift Power Corp,
IFLI,International Fight League Inc,
IFLO,I Flow Corp,
IFMI,Institutional Financial Markets Inc,NYSE MKT
IFMX,Informedix Holdings Inc,OTC
IFN,India Fund Inc,NYSE
IFNY,Infinity Energy Resources Inc,OTC
IFO,Infosonics Corp,NASDAQ
IFOX,Infocrossing Inc,
IFRS,Verity Corp,
IFS,Insignia Financial Group Inc,
IFS,Infrasource Services Inc,NYSE
IFSL,Ideal Financial Solutions Inc,OTC
IFT,Lapolla Industries Inc,NYSE
IFT,Imperial Holdings Inc,NYSE
IFTH,Steel Vault Corp,
IFUE,International Fuel Technology Inc,OTC
IFUL,Insightful Corp,
IFXV,Infinex Ventures Inc,
IG,Igi Laboratories Inc,NYSE MKT
IGA,Ing Global Advantage & Premium Opportunity Fund,NYSE
IGAI,Igia Inc,
IGAM,Surgline International Inc,
IGC,Interstate General Co LP,NYSE MKT
IGC,India Globalization Capital Inc,NYSE MKT
IGD,Ing Global Equity Dividend & Premium Opportunity Fund,NYSE
IGDC,Indigenous Global Development Corp,OTC
IGEN,Igen International Inc,OTC
IGEN,Igen Networks Corp,OTC
IGI,Imagistics International Inc,NYSE
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc,NYSE
IGII,Ibsg International Inc,
IGL,Imc Global Inc,NYSE
IGMC,Nitro Petroleum Inc,
IGNE,Igene Biotechnology Inc,OTC
IGO,Intersearch Group Inc,NYSE MKT
IGOI,Igo Inc,OTC
IGPAB,Israel Growth Partners Acquisition Corp,
IGPG,Ignis Petroleum Group Inc,OTC
IGR,Cbre Clarion Global Real Estate Income Fund,NYSE
IGT,International Game Technology,NYSE
IGTE,Igate Corp,NASDAQ
IGTG,Ingen Technologies Inc,
IGXT,Intelgenx Technologies Corp,OTC
IHC,Independence Holding Co,NYSE
IHCH,Integrated Healthcare Holdings Inc,OTC
IHD,Ing Emerging Markets High Dividend Equity Fund,NYSE
IHI,Information Holdings Inc,NYSE ARCA
IHO,Invitel Holdings A,
IHR,Interstate Hotels & Resorts Inc,NYSE
IHRC,Investors Heritage Capital Corp,OTC
IHS,Ihs Inc,NYSE
IHT,Innsuites Hospitality Trust,NYSE MKT
IHTI,Integrative Health Technologies Inc,OTC
II,Helm Capital Group Inc,
II,Ivivi Technologies Inc,NASDAQ
IIA,Ing Clarion Real Estate Income Fund,NYSE
IIC,Invesco California Municipal Income Trust,
IICP,China Crescent Enterprises Inc,
IID,Ing International High Dividend Equity Income Fund,NYSE
IIF,Morgan Stanley India Investment Fund Inc,NYSE
III,Information Services Group Inc,NASDAQ
IIIN,Insteel Industries Inc,NASDAQ
IILG,Interval Leisure Group Inc,NASDAQ
IIM,Invesco Value Municipal Income Trust,NYSE
IIM,Morgan Stanley Insured Municipal Income Trust,NYSE
IIMG,China Integrated Energy Inc,NASDAQ
IIN,Intricon Corp,NASDAQ
IINT,Indus International Inc,
IIS,Cigna Investment Securities,
IIVI,Ii-vi Inc,NASDAQ
IKAN,Ikanos Communications,NASDAQ
IKCC,Face Up Entertainment Group Inc,
IKGI,Ikona Gear International Inc,OTC
IKN,Ikon Office Solutions Inc,
IKNX,Ikonics Corp,NASDAQ
IKTO,Shadow Marketing Inc,OTC
IL,Intralinks Inc,NYSE
IL,Intralinks Holdings Inc,NYSE
ILAC,Aquila  Inc,NYSE
ILC,Ilinc Communications Inc,
ILED,Evolucia Inc,OTC
ILGN,Interleukin Genetics Inc,NYSE MKT
ILHL,International Leisure Hosts LTD,OTC
ILI,Interlott Technologies Inc,
ILIN,Illini Corp,
ILMN,Illumina Inc,NASDAQ
ILNP,Industrial Enterprises Of America Inc,NASDAQ
ILSE,Intralase Corp,
ILST,International Star Inc,OTC
ILVG,Occidental Development Group Inc,
ILVL,Telupay International Inc,OTC
ILX,Ilx Resorts Inc,
ILXO,Ilex Oncology Inc,
IM,Ingram Micro Inc,NYSE
IMAG,Imagemax Inc,OTC
IMAN,Imanage Inc,
IMAX,Imax Corp,NYSE
IMB,Invesco Value Municipal Bond Trust,
IMC,International Multifoods Corp,
IMCB,Intermountain Community Bancorp,NASDAQ
IMCI,Infinite Group Inc,OTC
IMCL,Imclone Systems Inc,
IMCO,Impco Technologies Inc,
IMDC,Inamed Corp,OTC
IMDC,In Media Corp,OTC
IMDD,Windgen Energy Inc,
IMDS,Imaging Diagnostic Systems Inc,OTC
IMED,Imedia International Inc,OTC
IMF,Western Asset Inflation Management Fund Inc,NYSE
IMFN,Impsat Fiber Networks Inc,
IMGC,Intermagnetics General Corp,
IMGG,Imaging3 Inc,
IMGM,Momentum Holdings Corp,OTC
IMGN,Immunogen Inc,NASDAQ
IMGV,Image Innovations Holdings Inc,
IMH,Impac Mortgage Holdings Inc,NYSE MKT
IMI,Intermolecular Inc,NASDAQ
IMKI,Immediatek Inc,OTC
IMKTA,Ingles Markets Inc,NASDAQ
IMLT,Capital Group Holdings Inc,
IMM,Immtech Pharmaceuticals Inc,NYSE MKT
IMMC,Kalmar Pooled Investment Trust,
IMMC,Immunicon Corp,
IMMR,Immersion Corp,NASDAQ
IMMU,Immunomedics Inc,NASDAQ
IMMY,Imprimis Pharmaceuticals Inc,NASDAQ
IMN,Imation Corp,NYSE
IMNDF,Coronus Solar Inc,
IMNR,Orchestra Therapeutics Inc,
IMNY,I Many Inc,
IMOT,Uni Core Holdings Corp,
IMPC,Impac Medical Systems Inc,
IMPH,Impath Inc,
IMPL,Imperial Industries Inc,
IMPV,Improvenet Inc,NYSE
IMPV,Imperva Inc,NYSE
IMRX,Imarx Therapeutics Inc,NASDAQ
IMS,Morgan Stanley Insured Municipal Securities,
IMT,Invesco Value Municipal Trust,
IMTL,Image Technology Laboratories Inc,OTC
IMTO,Imaging Technologies Corp,OTC
IMTO,Caldera Corp,OTC
IMTO,Intermetro Communications Inc,OTC
IMTS,Interactive Motorsports & Entertainment Corp,OTC
IMUC,Immunocellular Therapeutics LTD,NYSE MKT
IMUN,Tauriga Sciences Inc,
IMX,Implant Sciences Corp,
IMYN,Immunosyn Corp,OTC
IN,Infonet Services Corp,NYSE
INAI,Isdera North America Inc,OTC
INAP,Internap Network Services Corp,NASDAQ
INB,Integrated Biopharma Inc,NYSE
INB,Cohen & Steers Global Income Builder Inc,NYSE
INBK,First Internet Bancorp,NASDAQ
INCC,International Consolidated Companies Inc,OTC
INCM,Innocom Technology Holdings Inc,OTC
INCR,Incara Pharmaceuticals Corp,
INCY,Incyte Corp,NASDAQ
INDB,Independent Bank Corp,NASDAQ
INDI,Industries International Inc,
INDM,United America Indemnity LTD,
INEI,Inei Corp,
INET,Internet Brands Inc,NASDAQ
INF,Brookfield Global Listed Infrastructure Income Fund Inc,NYSE
INFA,Informatica Corp,NASDAQ
INFD,Infodata Systems Inc,
INFE,Pacer Health Corp,
INFI,Infinity Pharmaceuticals Inc,NASDAQ
INFN,Innofone Com Inc,NASDAQ
INFN,Infinera Corp,NASDAQ
INFO,Metro One Telecommunications Inc,OTC
INFS,Infocus Corp,
INFT,Inforte Corp,
INFU,Infusystem Holdings Inc,NYSE MKT
INGN,Introgen Therapeutics Inc,
INGP,Instinet Group Inc,
INGR,Intergraph Corp,NYSE
INGR,Ingredion Inc,NYSE
INHC,Innolog Holdings Corp,OTC
INHX,Inhibitex Inc,
INIH,Icon International Holdings Inc,
ININ,Interactive Intelligence Inc,NASDAQ
ININ,Interactive Intelligence Group Inc,NASDAQ
INIS,International Isotopes Inc,OTCBB
INIV,Innovative Software Technologies Inc,OTC
INKP,Inkine Pharmaceutical Co Inc,
INKS,Inksure Technologies Inc,OTC
INLD,Webcom Inc,
INMD,Integramed America Inc,
INMT,Intermet Corp,
INN,Summit Hotel Properties Inc,NYSE
INNI,Yayi International Inc,OTC
INNV,Innovus Pharmaceuticals Inc,OTC
INOC,Innotrac Corp,NASDAQ
INOD,Innodata Inc,NASDAQ
INOV,Marketing Concepts International,
INOW,Infonow Corp,OTC
INPC,Inphonic Inc,
INPH,Interphase Corp,NASDAQ
INRB,Industrial Rubber Products Inc,
INRD,Inrad Optics Inc,OTC
INS,Intelligent Systems Corp,NYSE MKT
INSA,Invisa Inc,OTC
INSG,Americas Suppliers Inc,
INSM,Insmed Inc,NASDAQ
INSP,Blucora Inc,
INSU,Aegion Corp,
INSV,Insite Vision Inc,OTC
INSW,Internet Patents Corp,
INSY,Insys Therapeutics Inc,NASDAQ
INT,World Fuel Services Corp,NYSE
INTC,Intel Corp,NASDAQ
INTD,Intelidata Technologies Corp,
INTG,Intergroup Corp,NASDAQ
INTI,Inet Technologies Inc,
INTL,Inter Tel Delaware Inc,NASDAQ
INTL,Intl Fcstone Inc,NASDAQ
INTN,Intac International Inc,
INTP,Integrated Pharmaceuticals Inc,OTC
INTT,Intest Corp,NASDAQ
INTU,Intuit Inc,NASDAQ
INTV,Intervoice Inc,
INTX,Intersections Inc,NASDAQ
INTZ,Intrusion Inc,OTC
INVB,Investorsbancorp Inc,
INVC,Innovative Card Technologies Inc,OTC
INVE,Identive Group Inc,NASDAQ
INVI,Integral Vision Inc,OTC
INVN,Invision Technologies Inc,NYSE
INVN,Invensense Inc,NYSE
INVX,Innovex Inc,OTC
INWK,Innerworkings Inc,NASDAQ
INXI,Inx Inc,NASDAQ
IO,Ion Geophysical Corp,NYSE
IOM,Iomega Corp,
IOMG,I,OTC
IOMI,Iomai Corp,
ION,Ionics Inc,
IONA,Iona Technologies PLC,
IOPM,Intraop Medical Corp,
IORG,Intreorg Systems Inc,OTC
IOSA,Information Systems Associates Inc,OTC
IOT,Income Opportunity Realty Investors Inc,NYSE MKT
IOVN,Accredited Business Consolidators Corp,
IOVO,Avantogen Oncology Inc,
IOX,Iomed LLC,
IP,International Paper Co,NYSE
IPA,Interpharm Holdings Inc,
IPAR,Inter Parfums Inc,NASDAQ
IPAS,Ipass Inc,NASDAQ
IPCC,Infinity Property & Casualty Corp,NASDAQ
IPCM,Ipc The Hospitalist Company Inc,NASDAQ
IPCR,Ipc Holdings LTD,
IPCS,Ipcs Inc,
IPDN,Professional Diversity Network Inc,NASDAQ
IPEC,Ipec Holdings Inc,
IPEX,Ipex Inc,
IPFS,Integrated Performance Systems Inc,
IPG,Interpublic Group Of Companies Inc,NYSE
IPGP,Ipg Photonics Corp,NASDAQ
IPHI,Inphi Corp,NYSE
IPHS,Innophos Holdings Inc,NASDAQ
IPI,Retail Pro Inc,NYSE
IPI,Intrepid Potash Inc,NYSE
IPIX,Ipix Corp,
IPK,Imperial Parking Corp,NYSE ARCA
IPLY,Interplay Entertainment Corp,OTC
IPMN,Imperial Petroleum Inc,OTC
IPMT,Ipayment Inc,
IPRC,Imperial Resources Inc,OTC
IPS,Ipsco Inc,NYSE ARCA
IPSU,Imperial Sugar Co,
IPT,Iparty Corp,
IPUR,Innova Pure Water Inc,OTC
IPWG,International Power Group LTD,OTC
IPWR,Ideal Power Inc,NASDAQ
IPX,Interpool Inc,NYSE
IPXL,Impax Laboratories Inc,NASDAQ
IPYS,Instapay Systems Inc,
IPZI,Iptimize Inc,OTC
IQBX,Jvweb Inc,
IQC,Invesco California Quality Municipal Securities,
IQI,Invesco Quality Municipal Income Trust,NYSE
IQM,Invesco Quality Municipal Securities,
IQMC,Iq Micro Inc,OTC
IQN,Invesco New York Quality Municipal Securities,
IQNT,Inteliquent Inc,NASDAQ
IQNW,Dorato Resources Inc,
IQT,Invesco Quality Municipal Investment Trust,
IR,Ingersoll Rand Co LTD,NYSE
IR,Ingersoll-rand PLC,NYSE
IRBC,Indian River Banking Company,
IRBH,Ir Biosciences Holdings Inc,
IRBT,Irobot Corp,NASDAQ
IRC,Matthews International Funds,NYSE
IRC,Inland Real Estate Corp,NYSE
IRCE,Interline Resources Corp,OTC
IRCM,Penick & Ford LTD Inc,
IRCM,Intercom Systems Inc,
IRDM,Iridium Communications Inc,NASDAQ
IRE,Governor & Co Of The Bank Of Ireland,NYSE
IREP,Interep National Radio Sales Inc,OTC
IRET,Investors Real Estate Trust,NYSE
IRF,International Rectifier Corp,NYSE
IRG,Ignite Restaurant Group Inc,NASDAQ
IRGI,Inveresk Research Group Inc,
IRHC,Quest Resource Holding Corp,OTCBB
IRI,Iris International Inc,
IRIC,Information Resources Inc,
IRIX,Iridex Corp,NASDAQ
IRL,New Ireland Fund Inc,NYSE
IRL,Security Equity Account Thirteen,NYSE
IRLD,Ireland Inc,OTC
IRM,Iron Mountain Inc,NYSE
IRM,Iron Mountain Global Inc,NYSE
IRN,Rewards Network Inc,NASDAQ
IRNS,Ironstone Group Inc,OTC
IROG,Ironwood Gold Corp,OTC
IROQ,If Bancorp Inc,NASDAQ
IRR,Ing Investments Distributor LLC,NYSE
IRR,Ing Risk Managed Natural Resources Fund,NYSE
IRSB,Iris Biotechnologies Inc,OTC
IRT,Independence Realty Trust Inc,NYSE MKT
IRW,Ibt Bancorp Inc,NYSE MKT
IRWD,Ironwood Pharmaceuticals Inc,NASDAQ
ISAC,Ic Isaacs & Co Inc,
ISAT,Isa Internationale Inc,OTC
ISBA,Isabella Bank Corp,OTC
ISBC,Investors Bancorp Inc,NASDAQ
ISCA,International Speedway Corp,NASDAQ
ISCI,Isc8 Inc,OTC
ISCO,International Stem Cell Corp,OTC
ISD,Prudential Short Duration High Yield Fund Inc,NYSE
ISDR,Issuer Direct Corp,OTCBB
ISE,International Securities Exchange Holdings Inc,NYSE
ISEC,Isecuretrac Corp,OTC
ISEE,Emerging Vision Inc,
ISG,Mittal Steel USA Inc,NYSE
ISGI,Rubicon Financial Inc,OTC
ISH,International Shipholding Corp,NYSE
ISHM,Infosearch Media Inc,OTC
ISHP,International Shipping Enterprises Inc,
ISIG,Insignia Systems Inc,NASDAQ
ISIL,Intersil Corp,NASDAQ
ISIS,Isis Pharmaceuticals Inc,NASDAQ
ISKO,Isco Inc,
ISL,Aberdeen Israel Fund Inc,NYSE MKT
ISLD,China Herb Group Holdings Corp,
ISLE,Isle Of Capri Casinos Inc,NASDAQ
ISLN,Isilon Systems Inc,NASDAQ
ISLTU,Ixi Mobile Inc,
ISME,US Farms Inc,
ISMN,Synerteck Inc,
ISNS,Image Systems Corporation,NASDAQ
ISNS,Image Sensing Systems Inc,NASDAQ
ISO,Isco International Inc,
ISOL,Image Software Inc,OTC
ISON,Isonics Corp,OTC
ISOT,Isotis Inc,NASDAQ
ISPH,Inspire Pharmaceuticals Inc,
ISR,Isoray Inc,NYSE MKT
ISRB,Inspired Builders Inc,OTCBB
ISRG,Intuitive Surgical Inc,NASDAQ
ISRL,Isramco Inc,NASDAQ
ISSC,Innovative Solutions & Support Inc,NASDAQ
ISSG,Network 1 Financial Group Inc,
ISSI,Integrated Silicon Solution Inc,NASDAQ
ISSM,Integrated Surgical Systems Inc,OTC
ISSX,Internet Security Systems Inc,
ISTA,Ista Pharmaceuticals Inc,
ISWI,Interactive Systems Worldwide Inc,OTC
ISYN,Insynq Inc,
ISYS,Integral Systems Inc,
ISYS,Inner Systems Inc,
IT,Gartner Inc,NYSE
ITAT,Itec Attractions Inc,
ITC,Itc Holdings Corp,NYSE
ITCA,Intarcia Therapeutics Inc,
ITCD,Itc Deltacom Inc,
ITCI,Intra-cellular Therapies Inc,OTC
ITDD,Integrated Data Corp,OTC
ITEC,Eco2 Plastics Inc,OTC
ITER,Averion International Corp,
ITEX,Itex Corp,OTC
ITFI,Precom Technology Inc,
ITG,Investment Technology Group Inc,NYSE
ITGB,International Thoroughbred Breeders Inc,
ITHKU,Alsius Corp,NASDAQ
ITI,Iteris Inc,NYSE MKT
ITIC,Investors Title Co,NASDAQ
ITIG,Intelligroup Inc,
ITKG,Integral Technologies Inc,OTC
ITLA,Imperial Capital Bancorp Inc,NYSE
ITLI,Intelligentias Inc,OTC
ITLN,Intellon Corp,NASDAQ
ITMN,Intermune Inc,NASDAQ
ITN,Intertan Inc,
ITNM,International Monetary Systems LTD,OTC
ITNS,Itonis Inc,OTC
ITOU,In Touch Media Group Inc,OTC
ITPD,Intrepid Holdings Inc,
ITPG,Itp Energy Corp,OTC
ITRA,Intraware Inc,
ITRD,Javelin Pharmaceuticals Inc,NYSE MKT
ITRI,Itron Inc,NASDAQ
ITRSA,Iteris Inc,
ITSI,International Lottery & Totalizator Systems Inc,OTC
ITT,Itt Corp,NYSE
ITTI,Intellectual Technology Inc,
ITTV,Interactive Television Networks,OTC
ITUI,I2 Telecom International Inc,
ITW,Illinois Tool Works Inc,NYSE
ITWG,International Wire Group Inc,OTC
ITWO,I2 Technologies Inc,
ITXC,Itxc Corp,
ITYC,Integrity Bancshares Inc,NASDAQ
IUSA,Infogroup Inc,
IVA,Valuerich Inc,NYSE MKT
IVAC,Intevac Inc,NASDAQ
IVC,Invacare Corp,NYSE
IVCL,Exploration Drilling International Inc,
IVCM,Ivi Communications Inc,
IVCO,Investco Corp,OTC
IVDA,Iveda Solutions Inc,OTCBB
IVDN,Innovative Designs Inc,OTC
IVFH,Innovative Food Holdings Inc,OTC
IVGA,Invicta Group Inc,
IVH,Ivy High Income Opportunities Fund,NYSE
IVIG,Tire International Environmental Solutions Inc,
IVII,Intervideo Inc,OTC
IVIL,Ivillage Inc,
IVME,In Veritas Medical Diagnostics Inc,OTC
IVOC,Ivoice Inc,
IVOC,B Green Innovations Inc,
IVOW,Ivow Inc,
IVPH,Innovive Pharmaceuticals Inc,
IVR,Invesco Mortgage Capital Inc,NYSE
IVRC,Ivory Capital Corp,
IVTA,Infovista SA,
IVTW,Ivt Software Inc,
IVX,Ivax Corp,
IVZ,Invesco LTD,NYSE
IW,Imageware Systems Inc,
IW,Infowave Software Inc,
IWA,Iowa Telecommunications Services Inc,NYSE
IWAV,Interwave Communications International LTD,
IWBM,Intercore Energy Inc,
IWDM,Radioio Inc,OTC
IWMC,Interwest Medical Corp,
IWOV,Interwoven Inc,
IWTT,Iwt Tesoro Corp,
